,EPISODE_ID,STATE_FIPS,EPISODE_NARRATIVE
167,126015,20,"During the late afternoon and well into the evening, scattered strong to severe thunderstorms formed over Northwest Kansas.  The storm coverage and intensity increased during the early evening.  The strongest storms were located near an old outflow boundary.  The largest hail reported was baseball size, with one report near Herndon and two other reports near Quinter.  Thunderstorm winds broke tree limbs three to four inches in diameter northeast of Atwood.  Due to repeated rainfall over Herndon and Quinter, flash flooding occurred.  A weak tornado was reported south of Tasco near the Gove County line with a developing thunderstorm, the same storm that produced baseball size hail near Quinter."
168,126088,40,"An active day of severe weather across the Panhandles. The main 500-300 mb synoptic pattern the morning into the afternoon of the 28th showed an upper level low pressure moving through the central Rockies with an embedded jet streak rounding the base of the upper level low pressure across portions of Arizona and New Mexico. This resulted in a large region of favorable ascent with high mid level lapse rates above 8 C/km across the northern Panhandles in the left exit region of the jet streak. A surface dryline also developed across the western Panhandles where good surface based directional shear was established along this boundary of SE winds ahead of the dryline vs. SW to westerly behind the boundary. Ahead of the dryline, 850-700 mb moisture surged northward with good 20-30 kts mean southerly wind flow to further enhance the gradient setup across the dryline. Morning sounding profiles did show some cap, but with good heating during the day, thunderstorms eventually developed along the dryline. With sufficient SBCAPE of 2000-3000 J/kg, effective shear of 30-40 kts, and good CAPE in the hail growth zone given low freezing levels, storms developed in multi cell clusters. Individual cells did have a strong updraft to produce hail sizes that maxed out around 3 in diameter; along with damaging winds gusts/reports. Thunderstorms across the northern and central half of the cluster did eventually cluster up to form line segments. With the daytime heating still in place into the early evening hours, coupled with 0-1 km SRH values around 200 m2/s2, enough low level rotation did drop 2 tornadoes across Texas County, OK with an EF-0 and EF-1 rating. Storms remained mostly cellular on the southern segment of storms where large hail and strong rotating thunderstorms continued into the late evening hours across the eastern Panhandles before the storms exiting east of the region during the overnight hours."
169,126090,48,"Dryline setup across the eastern Panhandles in-conjunction with residual outflow boundaries from convection from the previous day set the stages for supercell development. SBCAPE values of 2000-3000 J/kg in a very favorable low level moisture environment ahead of the dryline along  with effective SRH of 100-200 m2/s2 due to good low level directional shear. Two supercells developed in the afternoon hours on the 29th in the eastern TX Panhandle. The northern storm became a left mover and produced hail up to golf balls with damaging wind gusts in the northeastern combined Panhandles before exiting the region. The right mover moved through the southeast TX Panhandle was a larger and stronger storm. This supercell had strong rotation and eventually dropped a tornado in two different locations in its path; both rated EF-0, along with very large hail up to 3 in diameter in the town of Wheeler."
170,126170,48,Thunderstorms developed in southerly flow in the warm sector ahead of a cold front. One of these storms produced a tornado. Later in the day additional storms formed in a line along the front moved through our central area where one produced damaging wind gusts.
171,126177,20,Severe thunderstorms developed along and ahead of a quasi-stationary front that was draped across the area. One long-lived supercell produced a brief tornado northwest of Ark City before exiting into Oklahoma and becoming stationary. The supercell then moved north and produced multiple tornadoes as a large bow echo thunderstorm merged with the supercell in central Cowley County. This was quickly followed by several shorter-lived Quasi-Linear Convective System (QLCS) tornadoes north and east of Winfield.
172,126186,9,"Severe thunderstorms impacted portions of Litchfield County during the afternoon of May 15th. A supercell thunderstorm crossed northern portions of the county, resulting in hail up to two inches in diameter, two confirmed tornadoes, and straight-line wind damage. Later in the afternoon, a severe thunderstorm resulted in wind damage across far southern portions of the county. Numerous power outages and several road closures occurred as a result of the storms."
173,126236,9,"An approaching cold front triggered numerous severe thunderstorms over southern Connecticut. These storms produced 2 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts."
174,126279,27,"A small, short-lived tornado touched down northwest of Granger (Fillmore County) during the early evening of May 30th. The only damaged produced by the tornado was to a shed."
175,126304,12,A trough over the Gulf of Mexico and high pressure over the Atlantic pumped plenty of moisture in South Florida. This allowed showers and thunderstorms to develop across the region. Some low-level convergence with modest helicity levels were enough to spin up a tornado and produce a funnel cloud over the east coast metro regions of South Florida.
176,126313,31,"A persistent upper level low pressure system, which has been present across the western U.S. for much of the month of May, again has been the trigger for another round of severe weather across the area to end the month."
177,126350,48,Thunderstorms developed along the dryline in West Texas and Northern Mexico. One of these storms moved through Val Verde County and produced a tornado.
178,126442,8,"During the latter half of the afternoon, and into the evening, strong to severe thunderstorms developed and moved north across East Central Colorado.  The largest hail reported was golf ball size near Bethune and Hale.  Meanwhile high winds moved through Burlington, which originated from storm activity in Southwest Kansas earlier in the afternoon.  A breif, weak tornado was reported north-northeast of Burlington.  No damage was reported with the tornado."
179,126511,17,"As a weak cold front moved southeast across the forecast area, showers and thunderstorms developed. One of the storms produced a landspout tornado."
180,126534,19,"A narrow line of thunderstorms moved east through eastern Iowa. An isolated mesovortex developed along the line and produced a brief tornado. The EF-0 tornado touched down briefly northwest of Olin, IA. A 150 pound fire hydrant was displaced 15 to 20 feet and a metal shed was lofted 70 feet away."
181,126699,45,"A thunderstorm produced a tornado in Calhoun Co, SC."
182,126725,33,"An EF-1 tornado touched down just east of the Vermont border in southwestern New Hampshire during the evening of May 4 and moved rapidly to the east-northeast.  The first observed damage in New Hampshire was in North Walpole in northern Cheshire County. The tornado then moved through the southeastern corner of Charlestown, and the towns of Langdon, Acworth, Lempster, Bradford, Warner, and Webster.  The last observed damage was near Route 127 in Webster.  Total track length was about 38.5 miles with a maximum width of about 300 yards.  The tornado was rated E-F1 based on the damage in the Town of Warner where winds were estimated to have gusted to 90 to 100 mph. ||This was the 2nd longest tornado recorded in New Hampshire history and also the 2nd earliest tornado in New Hampshire since records started in 1950."
183,126730,36,A couple weak waves of low pressure moved across New York state on the 3rd. These waves produced a few severe thunderstorms over central New York which included one tornado.
184,126734,49,"Strong thunderstorms developed across Utah on May 28 through May 30, with some of these storms producing tornadoes and severe wind gusts."
185,126735,42,"An intense cold front move through central New York and northeast Pennsylvania during the afternoon of the 15th. This front produced a major squall line which eventually evolved into a derecho with estimated wind speeds of up to 115 mph in Wayne County, Pennsylvania. The derecho moved into Sullivan County, New York with winds just shy of 100 mph. Thousands of trees were snapped and uprooted along at least a 35 mile path with many homes damaged from falling trees and high winds."
186,126843,16,"Large hail, high winds, tornadoes and heavy rain all occurred in southeast Idaho on the afternoon of the 31st.   Much of it occurred with one supercell which tracked northeast throughout the region."
187,126847,46,"A weak upper level wave pushed across the northern Plains on May 8, with a frontal zone moving in during the evening hours. Even with modest instability with MLCAPE from 500-1000 J/kg, enough shear focused along the advancing boundary to allow a severe storm to produce large hail and a brief tornado."
188,127125,31,A weak upper level weather system spawned a few strong thunderstorms across eastern Nebraska midday on the 25th.  One storm produced a couple funnel clouds northwest of  Petersburg and a brief Non-Supercell tornado east of Spalding.  No damage was reported from the tornado as it touched down in the middle of a field.
189,127134,20,"A surface boundary, dry line and outflow boundaries from previous thunderstorms all interacted with an increasingly unstable atmosphere to produce thunderstorms, some severe."
190,127146,20,A residual outflow boundary and a warm front interacted with an unstable atmosphere to produce severe thunderstorms.
